Sr No.,Utterance,miss,actual,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
2359,"Nope, nope, Id just ah, Id rather talk to you.",False,,Chandler,neutral,neutral,239,8,3,14,"00:04:35,525","00:04:38,360"
2360,"Yes, I do.",False,,Chandler,neutral,neutral,239,9,3,14,"00:04:39,362","00:04:40,988"
2361,"Yes, I do have to go to the bathroom.",False,,Chandler,neutral,neutral,239,10,3,14,"00:04:41,531","00:04:44,074"
2362,Someone in here.,False,,Gunther,neutral,neutral,239,11,3,14,"00:04:44,534","00:04:46,535"
2363,"Im going to keep dating him Mother, and theres nothing you can do about it!",False,,Dina,anger,negative,240,0,7,15,"00:04:38,069","00:04:40,487"
2364,Oh yes there is!,True,anger,Jessica Lockhart,anger,negative,240,1,7,15,"00:04:40,697","00:04:41,780"
2365,What are you going to do? Kill him? Like you did with Charles?!,False,,Dina,anger,negative,240,2,7,15,"00:04:41,948","00:04:45,158"
2368,"Oh, my baby!",True,sadness,Jessica Lockhart,sadness,negative,240,3,7,15,"00:04:47,161","00:04:49,997"
2369,That was a great scene! And-and-and that slap looks so real! How do you do that?,True,surprise,Joey,surprise,positive,240,4,7,15,"00:05:00,049","00:05:04,594"
2370,"Oh, just years of experience.",False,,Cecilia,neutral,neutral,240,5,7,15,"0:05:04,804","0:05:06,856"
2371,Can I get some ice here?!,True,sadness,Dina,sadness,negative,240,6,7,15,"0:05:06,856","0:05:08,496"
2372,"Oh anyway, I just wanted to say how wonderful I think you are.",False,,Joey,joy,positive,240,7,7,15,"00:05:10,184","00:05:12,936"
2373,Youre not the fan whos dying are you?,True,neutral,Cecilia,neutral,neutral,240,8,7,15,"00:05:13,354","00:05:15,856"
2376,"No. No, Im Joey Tribbiani; we did a scene together yesterday. I-Im the guy in the coma!",True,joy,Joey,joy,positive,240,9,7,15,"0:05:16,316","0:05:21,208"
2377,Oh that was a real person?!,False,,Cecilia,surprise,positive,240,10,7,15,"0:05:21,208","0:05:23,720"
2378,"An-an-anyway I-I just wanted to say that since Im getting your brain when you leave the show, I was wondering if there was any tips you can give me",False,,Joey,neutral,neutral,240,11,7,15,"00:05:26,159","00:05:33,415"
2379,I-I-Im leaving the show?,False,,Cecilia,surprise,negative,240,12,7,15,"00:05:30,204","00:05:33,415"
2380,I dont know. Why? Did you hear something?,False,,Joey,neutral,neutral,240,13,7,15,"00:05:33,583","00:05:35,876"
2381,Who told you that?,False,,Cecilia,surprise,negative,240,14,7,15,"00:05:37,545","00:05:40,088"
2382,"Oh uh, one of the writers.",True,sadness,Joey,sadness,negative,240,15,7,15,"0:05:40,256","0:05:41,341"
2383,Which one? Was it bald or was it tall?,True,surprise,Cecilia,surprise,negative,240,16,7,15,"0:05:41,341","0:05:43,567"
2385,Feel better?,False,,Phoebe,neutral,neutral,241,0,7,22,"0:20:55,254","0:20:56,047"
2386,Yeah!,False,,Joey,joy,positive,241,1,7,22,"0:20:56,047","0:20:56,719"
2387,Much!,False,,Joey,joy,positive,241,2,7,22,"0:20:56,719","0:20:58,501"
2388,"Listen uh, not that Im yknow insecure about my manhood or anything yknow, but I think I need to hook up with a woman like right now.",False,,Joey,neutral,neutral,241,3,7,22,"00:20:58,590","00:21:08,683"
2389,"Yeah, I understand.",False,,Phoebe,neutral,neutral,241,4,7,22,"0:21:09,142","0:21:09,954"
2390,Yeah! Okay!  Hey! Hi!,False,,Joey,joy,positive,241,5,7,22,"0:21:09,954","0:21:18,146"
2391,Hi!,False,,Woman,joy,positive,241,6,7,22,"0:21:18,146","0:21:18,702"
2392,"Yknow, you look familiar. Do I know you from somewhere?",False,,Joey,surprise,positive,241,7,7,22,"00:21:18,819","00:21:21,404"
2393,I dont think so.,False,,Woman,neutral,neutral,241,8,7,22,"00:21:21,571","00:21:22,905"
2394,Oh! Maybe its because Im on television. Im an actor on,False,,Joey,joy,positive,241,9,7,22,"00:21:23,073","00:21:31,497"
2395,Wow!,False,,Woman,surprise,positive,241,10,7,22,"0:21:27,619","0:21:30,331"
2396,Yeah.,False,,Joey,neutral,neutral,241,11,7,22,"0:21:30,331","0:21:31,333"
2397,Really?!,True,surprise,Woman,surprise,positive,241,12,7,22,"0:21:31,333","0:21:31,591"
2399,$4.50 please.,False,,Waitress,neutral,neutral,241,13,7,22,"0:21:31,707","0:21:46,639"
2400,"Oh, let me get this.    These are for you.",True,joy,Joey,neutral,neutral,241,14,7,22,"0:21:46,639","0:21:46,779"
2415,"Phoebe, she doesnt know that you sneak out every night, she doesnt know that you sneak back every morning, and she doesnt know that youve been living with your Grandmothers for a week now.",True,anger,Ross,neutral,neutral,244,0,3,6,"00:02:25,228","00:02:33,110"
2416,"Okay, well maybe not on those levels.",True,anger,Phoebe,neutral,neutral,244,1,3,6,"00:02:33,361","00:02:35,737"
2417,Hey.,False,,Chandler,neutral,neutral,244,2,3,6,"0:02:36,447","0:02:36,823"
2418,Hey.,True,neutral,Ross,neutral,neutral,244,3,3,6,"0:02:36,823","0:02:38,052"
2419,"Im never gonna find a roommate, ever.",False,,Chandler,sadness,negative,244,4,3,6,"00:02:41,119","00:02:43,829"
2420,"Why, nobody good?",False,,Phoebe,neutral,neutral,244,5,3,6,"00:02:44,038","00:02:45,080"
2421,"Well lets see, there was the guy with the ferrets, thats plural.",False,,Chandler,disgust,negative,244,6,3,6,"00:02:45,248","00:02:53,881"
2422,The spitter.,False,,Chandler,disgust,negative,244,7,3,6,"0:02:50,545","0:02:53,590"
2423,"Oh-ho, and yes, the guy that enjoyed my name so much he felt the need to make a little noise every time he said it.",False,,Chandler,anger,negative,244,8,3,6,"0:02:53,590","0:02:56,831"
2424,"Nice to meet you, Chandler Bing",False,,Chandler,neutral,neutral,244,9,3,6,"00:02:56,968","00:02:59,678"
2425,So how many more do you have tomorrow?,False,,Ross,neutral,neutral,244,10,3,6,"0:03:03,516","0:03:04,978"
2426,Two.,False,,Chandler,neutral,neutral,244,11,3,6,"0:03:04,978","0:03:05,480"
2427,"This photographer, who seemed really dull.",False,,Chandler,neutral,neutral,244,12,3,6,"00:03:05,685","00:03:07,936"
2428,"And this actor guy, who Im not sure about, because when he called and I answered the phone Chandler Bing, he said Whoa-whoa, short message.",False,,Chandler,neutral,neutral,244,13,3,6,"00:03:08,188","00:03:16,320"
2429,"Ross , foot on the floor or come over no more!",False,,Monica,neutral,neutral,244,14,3,6,"00:03:19,365","00:03:21,783"
2430,"Sure, your dresser is missing but this she notices.",False,,Ross,anger,negative,244,15,3,6,"00:03:23,077","00:03:25,871"
2431,What?,False,,Monica,neutral,neutral,244,16,3,6,"00:03:26,456","00:03:29,708"
2432,"I have to go. Yeah, Carol should be home by now, soo...",False,,Ross,neutral,neutral,244,17,3,6,"00:03:26,456","00:03:33,503"
2433,"Umm, hows it going with you guys?",False,,Chandler,neutral,neutral,244,18,3,6,"0:03:33,796","0:03:34,923"
2434,"Oh, better, actually. Y'know I-I-I think I finally figured out why we were having so much trouble lately.",False,,Ross,neutral,neutral,244,19,3,6,"0:03:34,923","0:03:39,785"
2435,"Oh, really?",False,,Phoebe,surprise,positive,244,20,3,6,"00:03:39,928","00:03:42,471"
2436,"Yeah, y'know how I have you guys, well she doesnt really have any close friends that are just hers, but last week she meet this woman at the gym, Susan something, and they really hit it off, and I-I-I think its gonna make a difference",False,,Ross,joy,positive,244,21,3,6,"00:03:42,722","00:03:55,067"
2437,Hey!,False,,Rachel,neutral,neutral,245,0,4,15,"0:17:19,747","0:17:21,207"
2438,Hi!,False,,Monica,neutral,neutral,245,1,4,15,"0:17:21,207","0:17:22,188"
2439,What-what are-what are these?,True,anger,Rachel,surprise,negative,245,2,4,15,"00:17:26,462","00:17:27,587"
2440,"Oh, just some pictures I made and hung up. I thought theyd brighten up the place. They do dont you think?",False,,Monica,joy,positive,245,3,4,15,"00:17:27,755","00:17:34,510"
2441,"No-no-no, no!",False,,Monica,fear,negative,245,4,4,15,"00:17:37,139","00:17:39,182"
2480,Wow.,False,,Alan,surprise,positive,251,0,1,3,"00:21:16,441","00:21:17,858"
2481,"I'm, I'm really sorry.",True,joy,Monica,neutral,neutral,251,1,1,3,"00:21:18,068","00:21:21,988"
2482,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",False,,Alan,neutral,neutral,251,2,1,3,"00:21:22,614","00:21:24,782"
2483,Relieved?,True,neutral,Monica,surprise,positive,251,3,1,3,"0:21:24,992","0:21:25,664"
2484,"Yeah, well, I had a great time with you.. I just can't stand your friends.",False,,Alan,neutral,neutral,251,4,1,3,"0:21:25,664","0:21:31,884"
2486,"Oh my God! If you say that one more time,",False,,Chandler,anger,negative,252,0,4,1,"00:11:43,536","00:11:47,664"
2487,Fine!,False,,Ross,anger,negative,252,1,4,1,"0:11:48,290","0:11:49,417"
2488,Fine!,False,,Ross,anger,negative,252,2,4,1,"0:11:49,417","0:11:49,555"
2489,"But this break-up was not all my fault, and she, she says here,  If you accept full responsibility...  Full responsibility!",False,,Ross,anger,negative,252,3,4,1,"00:11:49,667","00:11:56,715"
2490,...I can begin to trust you again.,False,,Ross,anger,negative,252,4,4,1,"00:11:56,882","00:11:58,842"
2491,Does that seem like something you can do.,False,,Ross,anger,negative,252,5,4,1,"0:11:59,009","0:12:01,137"
2492,Does it?!,False,,Ross,anger,negative,252,6,4,1,"0:12:01,137","0:12:02,579"
2494,No?,False,,Joey,surprise,negative,252,7,4,1,"00:12:05,141","00:12:06,558"
2495,"Look, Ross, you have what you want, youre back with Rachel.",False,,Chandler,neutral,neutral,252,8,4,1,"00:12:08,102","00:12:11,187"
2496,If you bring this up now youre gonna wreck the best thing that even happened to you.,False,,Chandler,neutral,neutral,252,9,4,1,"00:12:11,355","00:12:14,357"
2497,"Yeah, I know.",False,,Ross,sadness,negative,252,10,4,1,"0:12:14,734","0:12:15,656"
2498,"I mean, no, youre right.",False,,Ross,sadness,negative,252,11,4,1,"0:12:15,656","0:12:17,871"
2499,Yeah I guess Ill let it go.,False,,Ross,neutral,neutral,252,12,4,1,"00:12:19,280","00:12:20,447"
2500,But you-you understand how-how hard it is to forget about this.,False,,Ross,sadness,negative,252,13,4,1,"00:12:20,614","00:12:24,033"
2501,"Sure, its hard to forget!",False,,Joey,neutral,neutral,252,14,4,1,"00:12:24,201","00:12:25,744"
2502,But that doesnt mean you have to talk about it!,True,fear,Joey,neutral,neutral,252,15,4,1,"00:12:25,911","00:12:29,122"
2503,"A lot of things happened on that trip that we should never,  ever talk about.",False,,Joey,neutral,neutral,252,16,4,1,"00:12:29,665","00:12:35,503"
2504,What the hell happened on that beach?!,False,,Ross,surprise,negative,252,17,4,1,"00:12:38,007","00:12:40,216"
2505,"Its between us and the sea, Ross!",False,,Joey,neutral,neutral,252,18,4,1,"00:12:41,886","00:12:44,888"
2506,I didnt think you were gay. I do now.,False,,Drew,joy,positive,253,0,4,10,"00:05:29,370","00:05:33,040"
2507,"See my friend-my friend, Rachel, she wants to be set up.",True,surprise,Chandler,neutral,neutral,253,1,4,10,"00:05:35,626","00:05:38,420"
2508,"Ahh, I just got out of a big relationship, Im not looking for any thing serious.",True,neutral,Drew,sadness,negative,253,2,4,10,"00:05:38,796","00:05:43,383"
2509,"Oh, yknow what, that might be okay even if it was just kind of a fling, that might be all right with Rachel.",True,neutral,Chandler,neutral,neutral,253,3,4,10,"00:05:43,634","00:05:46,970"
2510,"Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?",True,neutral,Mike,surprise,positive,253,4,4,10,"00:05:47,180","00:05:51,558"
2511,"Oh, by the way, that is her full name.",False,,Chandler,neutral,neutral,253,5,4,10,"00:05:51,976","00:05:54,311"
2512,Oh wow! Im free for her!,False,,Mike,joy,positive,253,6,4,10,"00:05:55,063","00:05:56,730"
2513,"Oh, wait a second! I didnt say I wasnt free!",False,,Drew,surprise,positive,253,7,4,10,"00:05:56,939","00:05:59,399"
2514,"Hey, Chandler, why dont we talk this over at the Ranger game tomorrow?",False,,Mike,neutral,neutral,253,8,4,10,"00:06:00,401","00:06:02,444"
2515,"Hold on, yknow I",False,,Drew,neutral,neutral,253,9,4,10,"00:06:03,029","00:06:05,822"
2516,"Oh well, thats uh, a little later than I uh, generally care to stay, but sure!",False,,Chandler,joy,positive,253,10,4,10,"00:06:09,452","00:06:13,622"
2517,"Maybe, before the game we could enjoy some eight year old some small batch Basel Hadens.",False,,Mike,neutral,neutral,253,11,4,10,"00:06:13,831","00:06:17,751"
2518,"Well, I dont really know what that is, but",False,,Chandler,neutral,neutral,253,12,4,10,"00:06:18,461","00:06:20,837"
2519,"Monica, let's go. Come on now people, woman in labor.",False,,Ross,neutral,neutral,254,0,1,22,"00:21:43,302","00:21:46,178"
2520,"Hey Ross, look what I've got going here.",False,,Chandler,neutral,neutral,254,1,1,22,"0:21:46,346","0:21:47,973"
2521,"Yeah, save it for the cab, okay.",False,,Ross,disgust,negative,254,2,1,22,"0:21:47,973","0:21:50,159"
2522,What are you doing? We're going to a hospital.,True,neutral,Ross,surprise,negative,254,3,1,22,"00:21:50,726","00:21:53,185"
2523,"What, so I can't lokk nice? There might be doctors there.",True,neutral,Rachel,neutral,neutral,254,4,1,22,"00:21:53,353","00:21:56,564"
2524,"Joey, get out of the fridge.",True,surprise,Ross,anger,negative,254,5,1,22,"0:21:56,732","0:21:58,109"
2525,"All right, all right.",True,neutral,Joey,anger,negative,254,6,1,22,"0:21:58,109","0:22:00,173"
2526,What is that?,False,,Ross,surprise,negative,254,7,1,22,"0:22:00,694","0:22:01,506"
2527,For the ride.,False,,Joey,neutral,neutral,254,8,1,22,"0:22:01,506","0:22:02,743"
2528,"Yeah, like in a cab...",False,,Chandler,neutral,neutral,254,9,1,22,"0:22:02,863","0:22:04,031"
2529,Save it.,False,,Ross,neutral,neutral,254,10,1,22,"0:22:04,031","0:22:04,598"
2530,"Okay, hating this.",False,,Chandler,disgust,negative,254,11,1,22,"00:22:04,698","00:22:07,992"
2531,"Monica, come on now. Let's go, baby coming.",False,,Ross,neutral,neutral,254,12,1,22,"00:22:08,160","00:22:13,581"
2532,"I can't belive it, I'm gonna be an aunt. I'm gonna have like a nephew.",False,,Monica,joy,positive,254,13,1,22,"00:22:09,369","00:22:13,581"
2533,"That's nice. Get out Let's go, come on.",False,,Ross,disgust,negative,254,14,1,22,"00:22:13,749","00:22:17,710"
2534,"All right, I'm going. I'm going.",False,,Joey,anger,negative,254,15,1,22,"00:22:19,087","00:22:21,339"
2535,"Here we go, here we go.",False,,Chandler,neutral,neutral,254,16,1,22,"0:22:28,472","0:22:30,016"
2536,"Rossy, Rossy.",False,,Rachel,neutral,neutral,254,17,1,22,"0:22:30,016","0:22:30,789"
2537,WHAT IS IT?!,False,,Chandler,anger,negative,255,0,1,8,"00:02:52,000","00:02:53,672"
2538,"Okay, I-I d'know, you-you just- you have a quality.",False,,Monica,joy,positive,255,1,1,8,"00:02:55,800","00:02:58,927"
2539,Yes. Absolutely. A quality.,False,,All,neutral,neutral,255,2,1,8,"00:02:59,179","00:03:02,222"
2540,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this.",True,anger,Chandler,neutral,neutral,255,3,1,8,"00:03:02,390","00:03:06,518"
2541,"Hello? Hello? Oh! Rachel, it's Paolo calling from Rome.",False,,Monica,joy,positive,255,4,1,8,"00:03:08,813","00:03:15,736"
2542,Oh my God! Calling from Rome!,False,,Rachel,surprise,positive,255,5,1,8,"00:03:15,987","00:03:18,906"
2543,So he's calling from Rome. I could do that. Just gotta go to Rome.,False,,Ross,neutral,neutral,255,6,1,8,"00:03:24,078","00:03:29,166"
2544,"Monica, your dad just beeped in, but can you make it quick? Talking to Rome.  I'm talking to Rome.",True,anger,Rachel,joy,positive,255,7,1,8,"00:03:32,003","00:03:39,009"
2545,"Hey dad, what's up?  Oh God. Ross, it's Nana.",True,anger,Monica,sadness,negative,255,8,1,8,"00:03:40,136","00:03:47,976"
2546,"So um, so what's up, you came to see me yesterday.",True,joy,Phoebe,joy,positive,256,0,2,4,"00:13:52,248","00:13:55,250"
2547,"Oh, yeah, um, alright, I kinda need a divorce.",True,neutral,Duncan,neutral,neutral,256,1,2,4,"00:13:55,543","00:14:03,383"
2553,How about Joey... Pepponi?,False,,Chandler,neutral,neutral,258,0,1,21,"00:03:02,390","00:03:04,558"
2554,"No, still too ethnic. My agent thinks I should have a name that's more neutral.",False,,Joey,neutral,neutral,258,1,1,21,"00:03:04,726","00:03:08,937"
2555,Joey... Switzerland?,False,,Chandler,neutral,neutral,258,2,1,21,"00:03:09,105","00:03:10,939"
2556,"Plus, y'know, I think it should be Joe.",False,,Joey,neutral,neutral,258,3,1,21,"0:03:15,820","0:03:17,948"
2557,"Y'know, Joey makes me sound like I'm, I dunno, this big.",False,,Joey,neutral,neutral,258,4,1,21,"0:03:17,948","0:03:21,672"
2558,Which I'm not.,False,,Joey,neutral,neutral,258,5,1,21,"00:03:21,784","00:03:22,993"
2559,Joe...Joe...Joe...Stalin?,False,,Chandler,neutral,neutral,258,6,1,21,"00:03:25,538","00:03:28,874"
2560,Stalin...Stalin...do I know that name? It sounds familiar.,False,,Joey,neutral,neutral,258,7,1,21,"00:03:30,418","00:03:35,714"
2561,"Well, it does not ring a bell with me...",False,,Chandler,neutral,neutral,258,8,1,21,"00:03:35,882","00:03:39,426"
2562,"Joe Stalin. Y'know, that's pretty good.",False,,Joey,joy,positive,258,9,1,21,"00:03:39,594","00:03:46,850"
2563,Might wanna try Joseph.,False,,Chandler,neutral,neutral,258,10,1,21,"00:03:47,518","00:03:49,561"
2564,Joseph Stalin. I think you'd remember that!,True,surprise,Joey,joy,positive,258,11,1,21,"0:03:55,985","0:04:00,377"
2565,"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",False,,Chandler,joy,positive,258,12,1,21,"0:04:00,377","0:04:05,757"
2582,"Hey everybody, Rachel was so good today. She didn't gossip at all.",False,,Phoebe,joy,positive,260,0,5,11,"00:06:25,176","00:06:28,000"
2583,I didnt!,False,,Rachel,joy,positive,260,1,5,11,"00:06:28,096","00:06:30,764"
2584,"Even when I found outumm, all right, well let's just say I found something out something about someone and let's just say she's gonna keep it.",False,,Rachel,neutral,neutral,260,2,5,11,"00:06:30,932","00:06:37,729"
